id,reporter_id,target_id,subscription_id,type,status,created_at,resolved_at,resolution,type_clean,self_complaint,is_dupe_complaint
1031,325,527,100,subscription_inactive,open,2025-02-25 13:19:36,,,subscription_inactive,False,False
445,447,802,45,access_denied,open,2025-02-24 01:32:04,,,access_denied,False,False
1073,372,435,245,access_denied,in_progress,2025-02-24 01:23:09,,,access_denied,False,False
877,976,412,167,other,resolved,2025-02-23 05:26:05,2025-04-06 06:07:07,subscriber_replaced,other,False,False
176,460,1249,302,other,open,2025-02-22 18:35:24,,,other,False,False
402,1787,1503,266,access_denied,in_progress,2025-02-22 13:43:23,,,access_denied,False,False
885,1065,1624,258,access_denied,resolved,2025-02-20 18:11:33,2025-04-19 06:28:18,no_action,access_denied,False,False
1044,1787,712,266,billing_issue,open,2025-02-17 10:18:25,,,billing_issue,False,False
807,1450,398,185,subscription_inactive,resolved,2025-02-16 18:54:37,2025-03-31 08:32:31,,subscription_inactive,False,False
1137,1788,1490,215,wrong_credentials,open,2025-02-16 12:45:39,,,wrong_credentials,False,False
1055,741,154,388,fraud_suspicion,open,2025-02-11 18:30:51,,,fraud_suspicion,False,False
382,1242,357,262,other,open,2025-02-10 11:32:06,,,other,False,False
163,1400,282,305,billing_issue,escalated,2025-02-08 20:38:09,,,billing_issue,False,False
703,1132,687,91,other,in_progress,2025-02-06 12:51:58,,,other,False,False
89,1210,809,142,other,resolved,2025-02-06 05:08:34,2025-04-27 06:04:35,no_action,other,False,False
831,1290,786,223,accès refusé,open,2025-02-05 07:42:54,,,access_denied,False,False
1111,555,181,385,billing_issue,closed,2025-02-04 07:48:10,2025-04-19 17:42:44,account_banned,billing_issue,False,False
945,1397,1332,234,billing_issue,closed,2025-02-03 04:36:02,2025-01-04 04:36:02,refunded,billing_issue,False,False
897,478,636,210,billing_issue,escalated,2025-02-02 19:56:09,,,billing_issue,False,False
380,344,1031,355,wrong_credentials,in_progress,2025-01-29 22:42:47,,,wrong_credentials,False,False
419,1431,1926,280,owner_unresponsive,resolved,2025-01-27 10:46:23,2025-03-12 02:03:26,no_action,owner_unresponsive,False,False
958,981,304,280,billing_issue,escalated,2025-01-27 04:16:27,,,billing_issue,False,False
31,483,1237,230,wrong_credentials,open,2025-01-26 20:16:02,,,wrong_credentials,False,False
258,1087,915,244,other,resolved,2025-01-26 07:18:24,2025-02-10 20:54:10,no_action,other,False,False
931,1256,1238,474,wrong_credentials,resolved,2025-01-25 22:29:28,2025-01-29 20:16:19,no_action,wrong_credentials,False,False
1067,231,465,324,subscription_inactive,escalated,2025-01-25 14:59:31,,,subscription_inactive,False,False
847,100,769,64,other,in_progress,2025-01-25 11:02:25,,,other,False,False
630,1057,1997,264,other,escalated,2025-01-21 22:39:58,,,other,False,False
263,324,466,361,billing_issue,in_progress,2025-01-21 10:26:14,,,billing_issue,False,False
179,1399,1892,60,subscription_inactive,open,2025-01-20 22:36:06,,,subscription_inactive,False,False
728,1058,1026,58,access_denied,escalated,2025-01-20 04:19:52,,,access_denied,False,False
762,1649,1573,126,owner_unresponsive,escalated,2025-01-19 08:46:23,,,owner_unresponsive,False,False
624,1144,640,370,access_denied,open,2025-01-19 05:53:23,,,access_denied,False,False
1198,1019,559,382,wrong_credentials,open,2025-01-18 17:23:51,,,wrong_credentials,False,False
1054,1722,1199,172,fraud_suspicion,escalated,2025-01-15 12:43:10,,,fraud_suspicion,False,False
533,1287,398,221,subscription_inactive,closed,2025-01-11 14:03:19,2025-02-04 10:32:24,owner_warned,subscription_inactive,False,False
686,1722,1767,172,access_denied,open,2025-01-11 12:11:11,,,access_denied,False,False
104,65,1195,192,owner_unresponsive,resolved,2025-01-10 23:34:25,2025-03-09 04:40:22,,owner_unresponsive,False,False
739,1691,1285,316,wrong_credentials,open,2025-01-10 16:23:24,,,wrong_credentials,False,False
245,65,45,201,other,open,2025-01-09 09:51:46,2025-05-21 21:30:31,,other,False,False
952,620,930,155,billing_issue,open,2025-01-04 03:39:10,,,billing_issue,False,False
127,1639,563,450,owner_unresponsive,in_progress,2025-01-02 20:19:20,,,owner_unresponsive,False,False
853,852,1751,261,owner_unresponsive,open,2024-12-31 15:52:54,,,owner_unresponsive,False,False
18,584,54,356,subscription_inactive,resolved,2024-12-31 13:08:23,2025-03-03 23:13:08,subscriber_replaced,subscription_inactive,False,False
471,1307,767,290,access_denied,closed,2024-12-30 09:05:33,2025-04-15 13:55:01,no_action,access_denied,False,False
967,768,1316,104,wrong_credentials,open,2024-12-30 07:12:46,,,wrong_credentials,False,False
819,755,1906,290,accès refusé,in_progress,2024-12-28 18:11:37,,,access_denied,False,False
235,1728,359,124,other,escalated,2024-12-28 04:10:16,,,other,False,False
973,18,426,47,owner_unresponsive,closed,2024-12-25 22:07:42,2025-02-18 07:12:24,subscriber_replaced,owner_unresponsive,False,False
342,1203,1931,145,accès refusé,resolved,2024-12-25 11:43:36,2025-03-14 02:08:05,,access_denied,False,False
439,1155,966,256,accès refusé,in_progress,2024-12-23 06:50:30,,,access_denied,False,False
965,945,695,317,access_denied,resolved,2024-12-22 15:09:38,2025-05-06 07:43:37,owner_warned,access_denied,False,False
24,1632,1933,126,other,open,2024-12-21 01:05:28,,,other,False,False
683,1053,1732,302,subscription_inactive,open,2024-12-20 06:23:50,,,subscription_inactive,False,False
400,385,680,215,owner_unresponsive,open,2024-12-17 15:18:33,,,owner_unresponsive,False,False
1014,57,1555,238,accès refusé,open,2024-12-16 15:55:21,,,access_denied,False,False
144,472,526,53,fraud_suspicion,resolved,2024-12-16 00:01:11,2025-04-10 17:37:04,no_action,fraud_suspicion,False,False
374,1973,51,48,accès refusé,in_progress,2024-12-15 07:29:02,,,access_denied,False,False
562,471,1669,269,other,escalated,2024-12-13 18:19:07,,,other,False,False
676,767,610,211,fraud_suspicion,open,2024-12-13 07:55:41,,,fraud_suspicion,False,False
1034,1431,1481,280,wrong_credentials,in_progress,2024-12-13 05:18:40,,,wrong_credentials,False,False
1172,386,464,9,access_denied,closed,2024-12-10 22:19:59,2025-05-18 03:12:37,,access_denied,False,False
1058,1173,864,204,owner_unresponsive,escalated,2024-12-09 12:17:34,,,owner_unresponsive,False,False
1089,1334,1074,73,fraud_suspicion,resolved,2024-12-08 04:22:55,2024-12-23 06:27:53,,fraud_suspicion,False,False
525,554,1539,53,wrong_credentials,escalated,2024-12-07 22:57:28,,,wrong_credentials,False,False
301,595,646,326,access_denied,resolved,2024-12-04 02:34:22,2025-01-10 09:30:53,no_action,access_denied,False,False
1047,1323,1781,351,other,in_progress,2024-12-02 01:23:24,,,other,False,False
240,478,415,350,access_denied,open,2024-11-29 05:26:49,,,access_denied,False,False
414,49,49,217,subscription_inactive,open,2024-11-28 17:50:47,,,subscription_inactive,True,False
524,1574,10,342,subscription_inactive,resolved,2024-11-25 01:55:08,2025-04-16 18:38:55,no_action,subscription_inactive,False,False
928,621,1741,110,owner_unresponsive,in_progress,2024-11-24 01:44:11,,,owner_unresponsive,False,False
665,228,1788,131,owner_unresponsive,open,2024-11-23 07:30:55,,,owner_unresponsive,False,False
629,1830,891,188,access_denied,resolved,2024-11-23 00:22:00,2024-12-31 06:07:27,no_action,access_denied,False,False
268,1329,199,22,owner_unresponsive,escalated,2024-11-20 23:03:41,,,owner_unresponsive,False,False
1128,1669,942,97,access_denied,in_progress,2024-11-20 00:35:25,,,access_denied,False,False
206,326,107,239,other,in_progress,2024-11-18 22:22:17,,,other,False,False
930,1131,212,240,fraud_suspicion,closed,2024-11-16 06:27:46,2025-03-09 01:43:50,no_action,fraud_suspicion,False,False
734,455,650,186,fraud_suspicion,resolved,2024-11-14 13:22:37,2025-03-02 07:00:39,account_banned,fraud_suspicion,False,False
550,1209,184,148,subscription_inactive,open,2024-11-13 05:12:50,,,subscription_inactive,False,False
614,414,1862,151,billing_issue,in_progress,2024-11-12 05:34:08,,,billing_issue,False,False
199,97,521,41,owner_unresponsive,escalated,2024-11-11 04:35:22,,,owner_unresponsive,False,False
110,411,723,400,other,resolved,2024-11-11 01:01:28,2025-05-23 01:20:17,subscriber_replaced,other,False,False
307,1078,1144,214,access_denied,in_progress,2024-11-08 23:22:04,,,access_denied,False,False
700,1073,1141,394,wrong_credentials,closed,2024-11-06 21:09:38,2025-05-28 06:47:33,account_banned,wrong_credentials,False,False
91,853,215,30,owner_unresponsive,closed,2024-11-06 18:46:10,2025-02-08 18:10:34,no_action,owner_unresponsive,False,False
602,1682,106,15,access_denied,closed,2024-11-06 07:13:24,2024-11-22 02:27:39,subscriber_replaced,access_denied,False,False
991,1495,1082,94,access_denied,resolved,2024-11-04 16:44:36,2025-03-14 03:31:04,,access_denied,False,False
971,1825,212,97,access_denied,in_progress,2024-11-02 17:13:52,,,access_denied,False,False
139,1399,561,236,wrong_credentials,in_progress,2024-11-02 04:30:44,,,wrong_credentials,False,False
704,340,724,129,other,escalated,2024-10-31 04:01:05,,,other,False,False
1124,284,848,223,billing_issue,open,2024-10-27 16:44:26,,,billing_issue,False,False
888,1886,840,246,subscription_inactive,open,2024-10-27 11:05:41,,,subscription_inactive,False,False
1213,1800,210,256,fraud_suspicion,open,2024-10-26 08:02:14,,,fraud_suspicion,False,False
1212,1061,1800,256,fraud_suspicion,open,2024-10-26 07:59:14,,,fraud_suspicion,False,False
1211,1673,1061,256,fraud_suspicion,open,2024-10-26 07:56:14,,,fraud_suspicion,False,False
1210,626,1673,256,fraud_suspicion,open,2024-10-26 07:53:14,,,fraud_suspicion,False,False
1209,210,626,256,fraud_suspicion,open,2024-10-26 07:50:14,,,fraud_suspicion,False,False
270,964,606,277,other,closed,2024-10-25 21:06:16,2024-11-19 11:33:23,account_banned,other,False,False
755,866,662,370,fraud_suspicion,resolved,2024-10-23 23:48:37,2025-02-04 05:14:35,,fraud_suspicion,False,False
251,1566,522,219,other,resolved,2024-10-23 20:54:09,2025-05-25 16:56:13,refunded,other,False,False
84,1211,1823,224,wrong_credentials,resolved,2024-10-23 01:57:40,2024-11-26 11:45:32,no_action,wrong_credentials,False,False
555,769,457,381,access_denied,in_progress,2024-10-19 06:08:15,,,access_denied,False,False
972,22,391,20,access_denied,in_progress,2024-10-17 11:04:04,,,access_denied,False,False
976,529,661,148,fraud_suspicion,in_progress,2024-10-16 17:39:23,,,fraud_suspicion,False,False
293,571,1779,237,wrong_credentials,resolved,2024-10-15 18:59:58,2024-11-03 21:05:23,subscriber_replaced,wrong_credentials,False,False
985,1017,302,87,accès refusé,resolved,2024-10-15 17:09:37,2025-02-05 12:33:01,,access_denied,False,False
808,89,1209,146,fraud_suspicion,resolved,2024-10-14 11:10:56,2024-11-12 09:48:00,subscriber_replaced,fraud_suspicion,False,False
921,1406,1612,381,other,escalated,2024-10-12 06:01:19,,,other,False,False
142,1257,207,283,access_denied,open,2024-10-11 01:10:11,,,access_denied,False,False
1151,615,1955,51,fraud_suspicion,resolved,2024-10-08 13:13:33,2025-02-19 02:35:47,,fraud_suspicion,False,False
879,754,1015,140,access_denied,open,2024-10-07 03:34:11,,,access_denied,False,False
883,190,1464,386,access_denied,resolved,2024-10-06 08:04:33,2025-03-19 15:39:32,no_action,access_denied,False,False
385,1406,1744,381,wrong_credentials,open,2024-10-06 05:13:42,,,wrong_credentials,False,False
1166,1983,1009,38,wrong_credentials,in_progress,2024-10-05 18:21:21,,,wrong_credentials,False,False
950,221,716,314,owner_unresponsive,escalated,2024-10-04 18:05:00,,,owner_unresponsive,False,False
371,947,1667,199,billing_issue,resolved,2024-10-02 11:21:22,2025-03-08 22:55:02,owner_warned,billing_issue,False,False
652,1000,453,114,billing_issue,resolved,2024-10-01 11:46:58,2025-02-18 18:51:06,no_action,billing_issue,False,False
60,1133,1570,17,access_denied,escalated,2024-09-30 10:11:42,,,access_denied,False,False
822,1041,1791,375,wrong_credentials,in_progress,2024-09-30 01:11:02,,,wrong_credentials,False,False
1022,416,461,234,owner_unresponsive,closed,2024-09-29 11:30:12,2025-02-13 09:40:41,subscriber_replaced,owner_unresponsive,False,False
753,635,1308,158,fraud_suspicion,closed,2024-09-29 07:14:38,2025-01-13 12:06:32,no_action,fraud_suspicion,False,False
816,1553,1689,126,access_denied,open,2024-09-27 01:51:43,,,access_denied,False,False
765,1457,1323,52,owner_unresponsive,resolved,2024-09-26 12:35:08,2024-10-19 08:57:08,subscriber_replaced,owner_unresponsive,False,False
320,1559,918,13,fraud_suspicion,open,2024-09-25 21:28:15,,,fraud_suspicion,False,False
826,654,444,4,other,escalated,2024-09-25 05:12:29,,,other,False,False
90,1653,882,355,accès refusé,closed,2024-09-25 04:39:30,2025-05-25 00:09:13,no_action,access_denied,False,False
549,151,1680,255,wrong_credentials,resolved,2024-09-24 22:07:56,2025-03-22 18:51:56,refunded,wrong_credentials,False,False
425,1186,1900,266,billing_issue,escalated,2024-09-22 23:41:53,,,billing_issue,False,False
264,703,44,61,access_denied,resolved,2024-09-22 07:59:42,2024-11-09 03:45:18,no_action,access_denied,False,False
426,146,28,206,subscription_inactive,closed,2024-09-21 10:10:31,2025-01-23 23:23:31,,subscription_inactive,False,False
915,228,1553,280,wrong_credentials,closed,2024-09-20 13:55:06,2025-03-28 22:49:01,owner_warned,wrong_credentials,False,False
1030,1329,745,22,access_denied,in_progress,2024-09-18 09:05:50,,,access_denied,False,False
1020,812,1392,353,wrong_credentials,resolved,2024-09-17 00:28:18,2025-04-13 01:39:47,,wrong_credentials,False,False
1080,1422,1541,216,owner_unresponsive,resolved,2024-09-16 14:24:15,2025-04-13 17:52:41,owner_warned,owner_unresponsive,False,False
783,1760,479,63,owner_unresponsive,in_progress,2024-09-15 23:18:06,,,owner_unresponsive,False,False
6,840,223,344,accès refusé,open,2024-09-15 02:28:54,,,access_denied,False,False
961,1620,668,119,wrong_credentials,resolved,2024-09-14 14:10:11,2024-11-07 02:27:01,no_action,wrong_credentials,False,False
573,583,1428,305,other,in_progress,2024-09-14 09:47:40,,,other,False,False
871,1506,1898,140,other,escalated,2024-09-12 23:53:41,,,other,False,False
749,634,693,268,owner_unresponsive,closed,2024-09-08 16:08:09,2025-03-31 11:04:58,no_action,owner_unresponsive,False,False
395,199,1544,358,billing_issue,resolved,2024-09-08 09:54:12,2025-03-03 03:08:38,subscriber_replaced,billing_issue,False,False
572,1336,1653,250,access_denied,escalated,2024-09-08 02:28:21,,,access_denied,False,False
242,361,301,306,wrong_credentials,resolved,2024-09-05 15:02:37,2025-04-03 16:37:24,,wrong_credentials,False,False
280,1479,1960,156,access_denied,escalated,2024-09-03 08:26:57,,,access_denied,False,False
489,1660,1288,210,wrong_credentials,open,2024-09-03 06:38:10,,,wrong_credentials,False,False
165,1301,1092,385,access_denied,closed,2024-09-01 17:06:29,2025-03-15 22:04:24,,access_denied,False,False
988,1819,273,333,access_denied,open,2024-09-01 09:56:39,,,access_denied,False,False
694,1399,1424,60,wrong_credentials,open,2024-08-31 16:10:21,2024-10-23 16:54:22,no_action,wrong_credentials,False,False
1074,1058,550,58,accès refusé,closed,2024-08-29 00:41:32,2024-10-27 14:44:29,no_action,access_denied,False,False
673,406,1559,174,owner_unresponsive,open,2024-08-28 16:50:06,,,owner_unresponsive,False,False
917,1053,1881,302,access_denied,resolved,2024-08-28 05:05:38,2025-02-10 10:13:36,subscriber_replaced,access_denied,False,False
611,1606,1569,67,wrong_credentials,resolved,2024-08-27 05:03:25,2025-01-06 17:00:14,,wrong_credentials,False,False
542,715,70,107,access_denied,escalated,2024-08-26 06:49:18,,,access_denied,False,False
243,793,101,382,accès refusé,open,2024-08-26 06:00:06,,,access_denied,False,False
910,510,249,315,billing_issue,open,2024-08-25 21:45:17,,,billing_issue,False,False
675,611,1298,99,subscription_inactive,open,2024-08-23 07:58:16,,,subscription_inactive,False,False
821,242,943,139,billing_issue,resolved,2024-08-21 18:18:49,2024-11-27 05:06:39,,billing_issue,False,False
823,669,1024,140,other,resolved,2024-08-19 14:11:07,2024-10-03 23:31:18,,other,False,False
534,1056,1476,264,wrong_credentials,in_progress,2024-08-17 20:57:38,,,wrong_credentials,False,False
992,414,1227,151,access_denied,open,2024-08-14 04:50:35,2024-10-28 09:45:56,subscriber_replaced,access_denied,False,False
702,1160,1313,379,owner_unresponsive,resolved,2024-08-13 12:53:21,2024-08-11 12:53:21,account_banned,owner_unresponsive,False,False
488,618,1825,66,wrong_credentials,in_progress,2024-08-13 08:03:57,,,wrong_credentials,False,False
231,790,1134,63,owner_unresponsive,closed,2024-08-12 02:39:21,2024-08-07 02:39:21,owner_warned,owner_unresponsive,False,False
812,327,415,157,fraud_suspicion,in_progress,2024-08-12 00:46:26,,,fraud_suspicion,False,False
904,1662,439,397,billing_issue,closed,2024-08-11 22:39:03,2024-08-03 22:39:03,,billing_issue,False,False
982,116,1880,43,fraud_suspicion,escalated,2024-08-10 11:19:42,,,fraud_suspicion,False,False
1208,454,1948,232,access_denied,open,2024-08-08 19:39:00,,,access_denied,False,False
1207,454,714,109,access_denied,open,2024-08-08 19:34:00,,,access_denied,False,False
1206,454,1477,33,access_denied,open,2024-08-08 19:29:00,,,access_denied,False,False
1205,454,217,238,access_denied,open,2024-08-08 19:24:00,,,access_denied,False,False
1204,454,1715,238,access_denied,open,2024-08-08 19:19:00,,,access_denied,False,False
1203,454,456,49,access_denied,open,2024-08-08 19:14:00,,,access_denied,False,False
1202,454,700,397,access_denied,open,2024-08-08 19:09:00,,,access_denied,False,False
1201,454,1994,242,access_denied,open,2024-08-08 19:04:00,,,access_denied,False,False
151,214,600,27,access_denied,resolved,2024-08-08 14:40:37,2025-01-25 10:39:45,no_action,access_denied,False,False
1140,891,804,61,other,open,2024-08-04 09:37:42,,,other,False,False
495,1010,1174,319,other,escalated,2024-08-04 09:16:42,,,other,False,False
1001,233,653,329,other,in_progress,2024-07-31 02:22:30,,,other,False,False
600,1917,1032,280,billing_issue,closed,2024-07-30 22:42:32,2025-01-30 09:48:10,owner_warned,billing_issue,False,False
273,630,517,352,access_denied,escalated,2024-07-30 21:03:26,,,access_denied,False,False
2,1702,600,260,subscription_inactive,escalated,2024-07-30 12:44:00,,,subscription_inactive,False,False
1084,239,1188,223,access_denied,in_progress,2024-07-24 19:34:49,,,access_denied,False,False
369,527,456,391,access_denied,open,2024-07-24 08:38:35,,,access_denied,False,False
1195,173,1793,64,other,resolved,2024-07-23 08:31:54,2024-12-05 22:52:29,no_action,other,False,False
1147,167,230,99,access_denied,open,2024-07-21 09:37:11,,,access_denied,False,False
712,1712,960,86,wrong_credentials,resolved,2024-07-20 16:23:36,2025-03-07 19:30:28,no_action,wrong_credentials,False,False
184,1399,1435,60,owner_unresponsive,resolved,2024-07-19 23:22:38,2024-07-16 23:22:38,owner_warned,owner_unresponsive,False,False
1118,1325,1672,63,owner_unresponsive,escalated,2024-07-19 20:06:49,,,owner_unresponsive,False,False
16,1045,1066,353,subscription_inactive,open,2024-07-19 16:03:50,,,subscription_inactive,False,False
558,298,816,17,subscription_inactive,resolved,2024-07-16 15:54:02,2024-12-02 01:18:03,refunded,subscription_inactive,False,False
956,1393,1076,44,wrong_credentials,open,2024-07-16 07:29:36,,,wrong_credentials,False,False
106,1856,852,256,subscription_inactive,escalated,2024-07-15 09:08:28,,,subscription_inactive,False,False
650,1654,334,205,wrong_credentials,open,2024-07-13 03:13:20,,,wrong_credentials,False,False
166,439,439,114,access_denied,closed,2024-07-12 11:54:25,2025-05-30 23:30:17,subscriber_replaced,access_denied,True,False
56,1566,57,219,access_denied,in_progress,2024-07-11 22:15:07,,,access_denied,False,False
1090,922,1140,164,owner_unresponsive,resolved,2024-07-08 14:10:38,2025-05-20 07:59:09,subscriber_replaced,owner_unresponsive,False,False
492,513,450,275,access_denied,in_progress,2024-07-08 12:48:12,,,access_denied,False,False
654,1289,1790,352,wrong_credentials,resolved,2024-07-08 07:07:17,2024-11-18 01:22:10,,wrong_credentials,False,False
129,1906,13,395,owner_unresponsive,open,2024-07-05 21:39:47,,,owner_unresponsive,False,False
332,1512,788,108,billing_issue,resolved,2024-07-01 10:54:22,2024-07-08 20:46:17,,billing_issue,False,False
716,1554,1764,185,access_denied,in_progress,2024-06-27 21:36:18,,,access_denied,False,False
817,180,1673,244,accès refusé,in_progress,2024-06-26 14:01:02,,,access_denied,False,False
365,1008,1951,93,fraud_suspicion,resolved,2024-06-24 13:48:56,2024-12-30 01:24:15,subscriber_replaced,fraud_suspicion,False,False
744,1698,1558,146,owner_unresponsive,open,2024-06-24 10:26:31,,,owner_unresponsive,False,False
813,469,374,206,wrong_credentials,open,2024-06-24 05:52:15,,,wrong_credentials,False,False
591,1994,1270,79,other,in_progress,2024-06-21 15:44:32,,,other,False,False
229,1029,1074,17,other,resolved,2024-06-21 00:55:00,2025-05-21 16:08:52,no_action,other,False,False
54,1041,539,375,wrong_credentials,resolved,2024-06-17 12:49:37,2024-08-07 06:07:46,account_banned,wrong_credentials,False,False
1075,734,1227,347,subscription_inactive,in_progress,2024-06-12 18:41:17,,,subscription_inactive,False,False
566,1719,985,382,wrong_credentials,in_progress,2024-06-11 05:17:47,,,wrong_credentials,False,False
296,206,1143,128,access_denied,escalated,2024-06-10 13:07:56,,,access_denied,False,False
724,1558,820,145,access_denied,in_progress,2024-06-10 01:10:50,,,access_denied,False,False
193,1507,893,50,accès refusé,closed,2024-06-08 13:35:04,2025-05-15 10:14:07,refunded,access_denied,False,False
246,406,1758,174,access_denied,resolved,2024-06-05 21:46:38,2025-05-10 20:02:19,account_banned,access_denied,False,False
249,1589,1162,132,other,resolved,2024-06-04 14:42:31,2024-11-26 15:32:24,account_banned,other,False,False
557,1346,152,9,other,escalated,2024-06-04 03:38:36,,,other,False,False
388,1696,1714,336,access_denied,resolved,2024-06-03 23:59:40,2024-11-02 19:25:33,subscriber_replaced,access_denied,False,False
