id,user_id,subscription_id,status,joined_at,left_at,reason,joined_at_clean,left_at_clean
783,439,310,4,2024-06-30 11:44:23,,,2024-06-30 11:44:23,
138,1042,57,2,2025-05-29 09:14:02,2025-05-30 05:14:31,owner_request,2025-05-29 09:14:02,2025-05-30 05:14:31
782,1639,309,3,2022-12-02 08:21:38,2023-11-29 15:33:37,owner_request,2022-12-02 08:21:38,2023-11-29 15:33:37
705,564,275,0,2025-03-18 14:42:45,,,2025-03-18 14:42:45,
546,284,223,7,2022-07-01 09:29:05,2024-10-02 04:44:10,inactive,2022-07-01 09:29:05,2024-10-02 04:44:10
993,568,385,3,2025-05-24 21:47:01,2025-05-25 19:39:34,owner_request,2025-05-24 21:47:01,2025-05-25 19:39:34
82,277,37,2,2021-08-29 17:28:39,2022-02-17 04:41:57,owner_request,2021-08-29 17:28:39,2022-02-17 04:41:57
640,1155,256,6,2023-10-19 04:14:41,2025-01-24 22:21:04,voluntary,2023-10-19 04:14:41,2025-01-24 22:21:04
150,365,61,2,2025-02-01 10:27:54,2025-02-15 10:28:47,fraud,2025-02-01 10:27:54,2025-02-15 10:28:47
886,1834,348,5,2025-05-13 09:57:57,,,2025-05-13 09:57:57,
627,628,249,0,2024-08-15 20:20:26,,,2024-08-15 20:20:26,
767,1410,301,1,2024-11-12 19:13:42,,,2024-11-12 19:13:42,
865,840,342,1,2025-02-23 07:54:04,,,2025-02-23 07:54:04,
548,1290,223,7,2024-08-17 13:37:50,2024-11-12 07:21:01,,2024-08-17 13:37:50,2024-11-12 07:21:01
511,1094,207,2,2024-05-20 18:05:10,2024-09-12 10:41:35,fraud,2024-05-20 18:05:10,2024-09-12 10:41:35
191,1502,75,2,2025-03-06 19:01:20,2025-03-23 01:41:50,owner_request,2025-03-06 19:01:20,2025-03-23 01:41:50
655,1719,259,3,2021-02-05 05:55:38,2022-06-09 17:48:12,inactive,2021-02-05 05:55:38,2022-06-09 17:48:12
192,671,77,1,2024-11-20 14:43:51,2025-05-13 19:56:45,,2024-11-20 14:43:51,2025-05-13 19:56:45
452,856,184,5,2023-03-04 16:26:42,,,2023-03-04 16:26:42,
216,780,86,0,2024-05-19 15:39:48,,,2024-05-19 15:39:48,
50,1329,22,1,2023-02-02 00:06:17,,,2023-02-02 00:06:17,
568,982,232,7,2022-11-15 15:49:16,2024-10-24 02:34:58,voluntary,2022-11-15 15:49:16,2024-10-24 02:34:58
163,1463,66,3,2024-10-06 11:13:12,2024-10-25 00:54:29,fraud,2024-10-06 11:13:12,2024-10-25 00:54:29
706,543,276,1,2024-02-18 19:46:24,,,2024-02-18 19:46:24,
64,1402,28,3,2021-08-16 04:24:54,2024-06-30 21:26:31,inactive,2021-08-16 04:24:54,2024-06-30 21:26:31
662,852,261,1,2024-04-12 01:26:07,,,2024-04-12 01:26:07,
69,869,30,3,2022-06-13 06:23:13,2022-06-14 14:01:13,owner_request,2022-06-13 06:23:13,2022-06-14 14:01:13
519,1660,210,1,2024-08-22 18:49:11,,,2024-08-22 18:49:11,
899,1302,352,0,2025-03-30 13:42:30,,,2025-03-30 13:42:30,
483,1692,196,1,2022-09-26 18:16:16,,,2022-09-26 18:16:16,
333,814,138,1,2025-05-03 22:50:30,,,2025-05-03 22:50:30,
609,125,246,6,2023-06-27 01:19:59,2023-11-26 02:31:04,owner_request,2023-06-27 01:19:59,2023-11-26 02:31:04
871,1424,343,2,2024-03-07 21:08:51,2024-10-30 08:51:01,inactive,2024-03-07 21:08:51,2024-10-30 08:51:01
612,1183,247,5,2025-05-21 10:00:00,,,2025-05-21 10:00:00,
73,1046,31,6,2025-04-01 23:10:28,2025-04-22 23:32:27,fraud,2025-04-01 23:10:28,2025-04-22 23:32:27
260,403,103,2,2023-11-12 14:35:42,2024-01-07 12:34:33,,2023-11-12 14:35:42,2024-01-07 12:34:33
973,562,380,1,2022-02-14 02:14:38,,,2022-02-14 02:14:38,
925,392,361,2,2023-06-24 08:34:11,2025-05-18 16:36:50,owner_request,2023-06-24 08:34:11,2025-05-18 16:36:50
167,718,110,4,2024-11-24 22:35:41,,,2024-11-24 22:35:41,
831,475,329,1,2024-07-16 03:54:04,,,2024-07-16 03:54:04,
715,601,279,1,2023-06-28 16:01:40,,,2023-06-28 16:01:40,
1013,722,392,1,2024-08-24 15:31:23,,,2024-08-24 15:31:23,
471,1957,192,1,2023-05-02 12:51:35,2023-06-16 10:23:41,,2023-05-02 12:51:35,2023-06-16 10:23:41
837,678,331,5,2023-07-30 03:14:09,,,2023-07-30 03:14:09,
572,341,233,1,2025-05-09 11:38:52,,,2025-05-09 11:38:52,
827,1614,327,0,2024-08-25 17:24:43,,,2024-08-25 17:24:43,
654,1330,259,3,2022-02-16 09:30:26,2025-05-04 02:33:42,,2022-02-16 09:30:26,2025-05-04 02:33:42
820,231,324,1,2024-08-29 03:31:28,,,2024-08-29 03:31:28,
3,316,2,5,2023-08-08 15:49:42,,,2023-08-08 15:49:42,
542,287,219,2,2023-09-01 02:13:12,2024-04-23 09:42:58,,2023-09-01 02:13:12,2024-04-23 09:42:58
622,1412,248,0,2024-05-10 15:22:49,,,2024-05-10 15:22:49,
821,849,324,1,2023-12-12 14:31:08,,,2023-12-12 14:31:08,
286,716,114,5,2024-04-21 00:00:32,,,2024-04-21 00:00:32,
232,1867,93,2,2025-03-10 04:38:20,2025-04-02 06:24:54,voluntary,2025-03-10 04:38:20,2025-04-02 06:24:54
487,801,199,5,2023-10-22 01:10:29,,,2023-10-22 01:10:29,
221,472,87,3,2024-11-05 02:57:34,2025-03-21 16:59:41,fraud,2024-11-05 02:57:34,2025-03-21 16:59:41
893,1073,351,4,2025-04-08 09:45:14,,,2025-04-08 09:45:14,
370,442,152,2,2024-11-08 07:13:13,,owner_request,2024-11-08 07:13:13,
758,1194,296,3,2025-01-11 10:44:40,2025-03-06 15:11:58,payment_failed,2025-01-11 10:44:40,2025-03-06 15:11:58
109,1973,48,2,2024-09-24 20:39:11,2025-03-10 09:17:14,fraud,2024-09-24 20:39:11,2025-03-10 09:17:14
513,1228,208,5,2024-06-29 10:31:09,,,2024-06-29 10:31:09,
194,1397,78,4,2024-09-30 07:44:13,,,2024-09-30 07:44:13,
503,1654,205,4,2022-09-14 15:01:39,,,2022-09-14 15:01:39,
651,1584,258,1,2023-04-14 18:59:53,,,2023-04-14 18:59:53,
463,1079,188,3,2025-04-01 01:09:38,2025-05-14 16:25:57,owner_request,2025-04-01 01:09:38,2025-05-14 16:25:57
556,1401,227,1,2025-02-01 16:20:57,,,2025-02-01 16:20:57,
608,372,245,4,2021-12-16 05:58:59,,,2021-12-16 05:58:59,
114,345,49,4,2023-10-02 08:32:52,,,2023-10-02 08:32:52,
415,750,169,2,2023-08-01 10:15:15,2023-08-27 02:24:21,payment_failed,2023-08-01 10:15:15,2023-08-27 02:24:21
577,1397,234,1,2025-02-21 13:14:39,,,2025-02-21 13:14:39,
71,465,30,2,2021-08-31 02:59:49,2023-12-05 08:20:01,,2021-08-31 02:59:49,2023-12-05 08:20:01
75,1414,32,1,2025-03-21 15:00:11,,,2025-03-21 15:00:11,
396,1480,163,2,2022-08-20 01:38:14,2024-09-29 02:57:37,inactive,2022-08-20 01:38:14,2024-09-29 02:57:37
107,1439,48,2,2022-07-19 06:01:45,2025-04-02 07:44:06,,2022-07-19 06:01:45,2025-04-02 07:44:06
494,1789,201,2,2024-12-25 14:08:25,2025-05-19 03:05:45,voluntary,2024-12-25 14:08:25,2025-05-19 03:05:45
376,1853,155,2,2024-07-20 08:17:07,2024-07-22 20:30:35,owner_request,2024-07-20 08:17:07,2024-07-22 20:30:35
913,344,355,3,2022-11-18 05:25:50,2024-11-03 16:22:22,payment_failed,2022-11-18 05:25:50,2024-11-03 16:22:22
995,1301,385,5,2025-04-11 21:03:34,,,2025-04-11 21:03:34,
867,1216,343,1,2020-08-29 13:38:57,,,2020-08-29 13:38:57,
93,549,43,0,2025-04-11 02:35:49,,,2025-04-11 02:35:49,
741,60,289,1,2025-05-02 23:20:57,2025-05-26 10:13:17,,2025-05-02 23:20:57,2025-05-26 10:13:17
249,1981,100,1,2024-09-15 12:33:34,,,2024-09-15 12:33:34,
288,91,115,4,2022-11-18 12:59:10,,,2022-11-18 12:59:10,
901,1045,353,4,2023-07-23 13:48:29,,,2023-07-23 13:48:29,
689,634,268,5,2022-08-02 11:13:10,,,2022-08-02 11:13:10,
479,399,194,1,2024-10-17 06:34:06,,,2024-10-17 06:34:06,
749,335,294,0,2025-03-17 06:28:58,,,2025-03-17 06:28:58,
17,306,10,1,2025-03-20 09:09:25,,,2025-03-20 09:09:25,
625,1752,249,2,2023-01-30 00:02:01,2024-01-11 08:53:43,,2023-01-30 00:02:01,2024-01-11 08:53:43
694,1605,269,1,2025-04-24 17:45:46,,,2025-04-24 17:45:46,
781,666,307,1,2024-01-27 17:33:49,,,2024-01-27 17:33:49,
81,1181,37,6,2024-10-24 04:04:07,2025-04-16 11:08:51,inactive,2024-10-24 04:04:07,2025-04-16 11:08:51
574,416,234,1,2022-06-13 20:08:39,,,2022-06-13 20:08:39,
87,1543,40,1,2023-04-21 08:31:01,,,2023-04-21 08:31:01,
914,584,356,2,2023-11-07 20:04:48,2025-01-19 03:01:35,payment_failed,2023-11-07 20:04:48,2025-01-19 03:01:35
304,1259,123,1,2022-02-22 21:01:11,,,2022-02-22 21:01:11,
653,634,258,2,2023-04-08 15:17:54,2025-04-16 11:49:12,payment_failed,2023-04-08 15:17:54,2025-04-16 11:49:12
416,174,170,6,2022-12-13 20:30:24,2023-03-14 23:02:25,voluntary,2022-12-13 20:30:24,2023-03-14 23:02:25
307,1361,124,6,2022-04-06 03:32:37,2025-02-15 11:05:57,,2022-04-06 03:32:37,2025-02-15 11:05:57
918,1361,358,2,2024-11-13 13:43:23,2025-04-03 13:45:19,,2024-11-13 13:43:23,2025-04-03 13:45:19
947,1665,369,5,2025-01-14 02:11:36,,,2025-01-14 02:11:36,
754,1247,295,1,2024-06-30 11:17:09,,,2024-06-30 11:17:09,
18,705,10,3,2024-09-30 08:47:12,2025-04-21 16:50:12,owner_request,2024-09-30 08:47:12,2025-04-21 16:50:12
305,848,124,4,2023-12-03 02:46:28,,,2023-12-03 02:46:28,
13,704,8,3,2022-02-14 15:02:14,2024-07-07 04:06:23,voluntary,2022-02-14 15:02:14,2024-07-07 04:06:23
177,1772,71,1,2025-02-13 19:27:04,,,2025-02-13 19:27:04,
932,797,362,5,2022-10-18 19:48:36,,,2022-10-18 19:48:36,
