user_id,risk_score,total_payments,taux_echec,has_stolen_card,has_fraud_reason,nb_plaintes,nb_self_complaints,prefix_flag,is_inactive,is_banned
191,24,9.0,0.3333333333333333,False,False,2.0,1.0,ok,True,False
1948,24,6.0,0.3333333333333333,False,False,2.0,1.0,ok,True,False
1692,24,5.0,0.4,False,False,1.0,0.0,mismatch,False,False
621,24,13.0,0.23076923076923078,False,False,1.0,0.0,ok,True,False
1211,24,9.0,0.4444444444444444,False,False,0.0,0.0,mismatch,True,False
1942,24,12.0,0.3333333333333333,False,False,2.0,1.0,ok,True,False
927,24,13.0,0.23076923076923078,False,False,3.0,2.0,ok,True,False
477,24,16.0,0.3125,False,False,1.0,0.0,mismatch,True,False
1994,24,1.0,0.0,False,True,1.0,0.0,ok,False,False
1663,23,7.0,0.42857142857142855,False,False,2.0,0.0,ok,True,False
1401,23,4.0,0.5,False,False,0.0,0.0,mismatch,False,False
684,23,10.0,0.4,False,False,0.0,0.0,mismatch,True,False
848,23,12.0,0.3333333333333333,False,False,3.0,0.0,ok,True,False
1128,23,20.0,0.25,False,False,1.0,0.0,mismatch,True,False
1525,23,10.0,0.4,False,False,0.0,0.0,mismatch,True,False
1621,23,7.0,0.42857142857142855,False,False,1.0,0.0,unknown,True,False
308,23,9.0,0.2222222222222222,False,False,0.0,0.0,unknown,True,False
790,23,7.0,0.5714285714285714,False,False,0.0,0.0,unknown,True,False
285,23,3.0,0.3333333333333333,False,False,0.0,0.0,ok,True,False
640,23,11.0,0.36363636363636365,False,False,1.0,0.0,mismatch,False,False
1307,23,22.0,0.2727272727272727,False,False,1.0,0.0,mismatch,True,False
1591,23,17.0,0.23529411764705882,False,False,3.0,0.0,unknown,True,False
343,22,8.0,0.5,False,False,1.0,0.0,ok,True,False
11,22,4.0,0.5,False,False,1.0,0.0,ok,True,False
1286,22,11.0,0.18181818181818182,False,False,1.0,0.0,ok,True,False
1169,22,5.0,0.6,False,False,1.0,0.0,ok,False,False
1963,22,6.0,0.5,False,False,1.0,0.0,ok,True,False
1426,22,12.0,0.16666666666666666,False,False,1.0,0.0,unknown,False,False
139,22,6.0,0.5,False,False,1.0,0.0,ok,True,False
652,22,18.0,0.3888888888888889,False,False,2.0,0.0,ok,True,False
301,22,2.0,0.5,False,False,1.0,0.0,unknown,False,False
1934,22,6.0,0.5,False,False,1.0,0.0,unknown,False,False
1756,22,5.0,0.2,False,False,0.0,0.0,unknown,True,False
1134,22,4.0,0.25,False,False,3.0,1.0,ok,False,False
392,21,2.0,0.5,False,False,0.0,0.0,unknown,True,False
403,21,9.0,0.3333333333333333,False,False,0.0,0.0,mismatch,True,False
1112,21,3.0,0.3333333333333333,False,False,2.0,1.0,ok,False,False
210,21,17.0,0.29411764705882354,False,False,1.0,0.0,mismatch,False,False
314,21,15.0,0.4666666666666667,False,False,1.0,0.0,country_not_mapped,False,False
1883,21,4.0,0.25,False,False,2.0,0.0,unknown,True,False
1556,21,4.0,0.25,False,False,0.0,0.0,ok,True,False
535,21,8.0,0.375,False,False,1.0,0.0,unknown,True,False
475,21,3.0,0.3333333333333333,False,False,0.0,0.0,mismatch,True,False
45,21,7.0,0.5714285714285714,False,False,1.0,0.0,ok,False,False
1559,21,8.0,0.375,False,False,2.0,0.0,ok,True,False
1983,21,12.0,0.5,False,False,0.0,0.0,unknown,True,False
1562,21,12.0,0.25,False,False,0.0,0.0,ok,True,False
138,21,10.0,0.5,False,False,0.0,0.0,unknown,True,False
924,21,12.0,0.3333333333333333,False,False,1.0,1.0,country_not_mapped,False,False
797,21,16.0,0.375,False,False,2.0,0.0,unknown,False,False
1490,21,5.0,0.2,False,False,1.0,0.0,mismatch,True,False
893,21,4.0,0.25,False,False,3.0,0.0,country_not_mapped,False,False
1148,21,8.0,0.25,False,False,0.0,0.0,unknown,False,False
750,21,12.0,0.25,False,False,0.0,0.0,ok,True,False
307,21,3.0,0.0,False,False,0.0,0.0,mismatch,True,False
710,21,13.0,0.3076923076923077,False,False,1.0,0.0,mismatch,False,False
115,20,9.0,0.3333333333333333,False,False,3.0,0.0,ok,False,False
976,20,10.0,0.3,False,False,1.0,1.0,ok,True,False
1039,20,9.0,0.4444444444444444,False,False,1.0,0.0,ok,True,False
1669,20,12.0,0.3333333333333333,False,False,2.0,0.0,unknown,False,False
56,20,4.0,0.25,False,False,1.0,0.0,mismatch,False,False
244,20,5.0,0.4,False,False,0.0,0.0,mismatch,False,False
221,20,16.0,0.4375,False,False,1.0,0.0,unknown,False,False
1487,20,24.0,0.4583333333333333,False,False,0.0,0.0,unknown,True,False
1867,20,9.0,0.2222222222222222,False,False,0.0,0.0,ok,True,False
437,20,9.0,0.3333333333333333,False,False,0.0,0.0,ok,False,False
1835,20,2.0,0.0,False,False,1.0,0.0,unknown,True,False
1078,20,3.0,0.3333333333333333,False,False,2.0,0.0,unknown,False,False
1696,20,3.0,0.3333333333333333,False,False,2.0,0.0,unknown,False,False
993,20,1.0,0.0,False,False,2.0,0.0,ok,True,False
116,20,10.0,0.3,False,False,0.0,0.0,mismatch,True,False
921,20,5.0,0.0,False,False,1.0,0.0,unknown,True,False
1320,20,7.0,0.2857142857142857,False,False,0.0,0.0,mismatch,True,False
1446,19,13.0,0.23076923076923078,False,False,1.0,0.0,mismatch,False,False
590,19,9.0,0.4444444444444444,False,False,0.0,0.0,unknown,True,False
1215,19,5.0,0.4,False,False,1.0,0.0,ok,True,False
